row ID;row m/z;row retention time;NPC#pathway;NPC#pathway Probability;NPC#superclass;NPC#superclass Probability;NPC#class;NPC#class Probability;ClassyFire#most specific class;ClassyFire#most specific class Probability;ClassyFire#level 5;ClassyFire#level 5 Probability;ClassyFire#subclass;ClassyFire#subclass Probability;ClassyFire#class;ClassyFire#class Probability;ClassyFire#superclass;ClassyFire#superclass probability;b4.mzML Peak area;b2.mzML Peak area;b3.mzML Peak area;MBCe0149.mzML Peak area;b1.mzML Peak area;MBCe0151.mzML Peak area;MBCe0150.mzML Peak area;MBCe0148.mzML Peak area;MBCe0152.mzML Peak area;MBCe0157.mzML Peak area;MBCe0156.mzML Peak area;MBCe0155.mzML Peak area;MBCe0158.mzML Peak area;MBCe0175.mzML Peak area;MBCe0154.mzML Peak area;MBCe0166.mzML Peak area;MBCe0174.mzML Peak area;MBCe0171.mzML Peak area;MBCe0169.mzML Peak area;MBCe0164.mzML Peak area;MBCe0159.mzML Peak area;MBCe0162.mzML Peak area;MBCe0167.mzML Peak area;MBCe0168.mzML Peak area;MBCe0165.mzML Peak area;MBCe0176.mzML Peak area;MBCe0182.mzML Peak area;MBCe0177.mzML Peak area;MBCe0180.mzML Peak area;MBCe0163.mzML Peak area;MBCe0181.mzML Peak area;MBCe0173.mzML Peak area;MBCe0185.mzML Peak area;MBCe0172.mzML Peak area;MBCe0184.mzML Peak area;MBCe0194.mzML Peak area;MBCe0178.mzML Peak area;MBCe0192.mzML Peak area;MBCe0183.mzML Peak area;MBCe0195.mzML Peak area;MBCe0211.mzML Peak area;MBCe0202.mzML Peak area;MBCe0197.mzML Peak area;MBCe0186.mzML Peak area;MBCe0193.mzML Peak area;MBCe0198.mzML Peak area;MBCe0200.mzML Peak area;MBCe0191.mzML Peak area;MBCe0212.mzML Peak area;MBCe0208.mzML Peak area;MBCe0204.mzML Peak area;MBCe0201.mzML Peak area;MBCe0196.mzML Peak area;MBCe0207.mzML Peak area;MBCe0203.mzML Peak area;MBCe0199.mzML Peak area;MBCe0216.mzML Peak area;MBCe0214.mzML Peak area;MBCe0217.mzML Peak area;MBCe0222.mzML Peak area;MBCe0205.mzML Peak area;MBCe0206.mzML Peak area;MBCe0209.mzML Peak area;MBCe0215.mzML Peak area;MBCe0227.mzML Peak area;MBCe0230.mzML Peak area;MBCe0221.mzML Peak area;MBCe0218.mzML Peak area;MBCe0219.mzML Peak area;MBCe0220.mzML Peak area;MBCe0225.mzML Peak area;MBCe0213.mzML Peak area;preblank.mzML Peak area;MBCe0235.mzML Peak area;MBCe0233.mzML Peak area;MBCe0228.mzML Peak area;MBCe0223.mzML Peak area;MBCe0226.mzML Peak area;MBCe0224.mzML Peak area;MBCe0232.mzML Peak area;MBCe0229.mzML Peak area;MBCe0236.mzML Peak area;MBCe0234.mzML Peak area;MBCe0237.mzML Peak area;MBCe0231.mzML Peak area;MBCe0210.mzML Peak area
137;110.0086804;0.9459438;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1989.5549;1804.052;1305.9039;13065.868;2774.2737;13697.717;15437.931;14601.825;13454.423;23509.457;11473.154;15420.096;24906.361;16027.428;18224.576;27565.592;4607.3877;21761.959;24826.36;25336.652;23978.195;28754.582;22736.201;22652.5;21635.695;20585.395;17633.186;14919.099;16489.633;22447.174;20541.111;23178.8;23298.238;13354.137;20360.256;26028.889;16482.602;23670.1;19794.717;21149.037;2718.8374;22832.957;20263.031;20013.69;26775.016;16606.076;18553.154;21457.488;26577.135;19742.389;23250.94;20764.297;19337.713;22171.012;24666.57;14205.98;16662.094;21162.938;19818.727;20455.234;23272.744;19820.715;20624.59;22067.928;19875.555;18575.613;20200.627;20743.248;23014.682;21888.121;18729.05;24000.98;1457.0115;19545.975;18960.582;18972.77;23092.414;17722.676;21307.861;22089.703;18257.943;21135.848;20612.363;19238.59;22262.086;26735.562
141;285.8953534;0.9733499;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;1145.8866;0;0;355.65472;256.14767;978.6743;0;283.30817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143;157.1697807;0.9815094;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;357.47333;0;1070.0356;333.74817;503.79123;370.4171;0;0;443.1237;0;198.30847;547.87537;667.9719;0;416.55396;0;0;0;0;0;166.53212;0;501.75793;0;0;507.64062;664.86536;507.8219;211.42796;300.89728;0;569.00696;531.57306;0;550.42566;274.13928;0;0;0;826.2992;731.08655;0;0;0;0;0;274.7947;323.3044;0;0;0;0;0;0;1965.1294;1450.852;1281.1005;314.19107;375.7655;0;0;0;2040.1475;261.22528;0;193.8332;0;903.56323;1489.8538;0;1311.3242;2569.9587;0;0;0;593.67224;0;8666.529;2708.9739;407.98874;296.61063;1401.1669;164.90826
144;254.9872889;0.9852833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345.9184
146;171.1856232;0.99232775;Amino acids and Peptides;0.558377147;Small peptides;0.851469815;Aminoacids;0.879425526;Alpha amino acids and derivatives;0.745531797;Amino acids and derivatives;0.7865358;Amino acids, peptides, and analogues;0.790948927;Carboxylic acids and derivatives;0.988809884;Organic acids and derivatives;0.981795251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270.7761;0;0;0;0;0;861.47534;187.09615;0;0;0;0
152;188.1758099;1.0062749;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;292.52484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256.79007;0;1580.5333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210.6774;0;0;245.25192;0;0;0;0;216.36378;0
153;226.9516502;1.0102733;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;136.74643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207.12411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95.686516;0;0;0;0;0;0;0;0;0;0;0;0;0;321.28323;0;0;0;118.81847;0;0;0;0;0;0;0
156;280.0923086;1.0185417;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;612.482;288.366;0;192.40346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208.80673;0;0;0
158;216.9225818;1.0213462;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130.0327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75.71034;183.3008;0;0;0;0;0;0;212.97783;363.35913;257.50827;0;0;0;0;0;169.19698;189.87701;305.31616;0;0;0;0;0;0;237.81415;0;0;0;0;284.759;0;0;151.967;73.517136;0;0;0
165;206.8938149;1.0328639;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.348242;0;0;0;0;0;0;0;0;0;0;0;0;0;109.84891;0;0;0;0;0;0;0;0;0;97.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125.69768;0;0;96.508415;0;0;0;0;0;0;121.66981;0;0;0;0;0;0;0
166;156.0421692;1.0361851;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;98.46535;0;89.02948;0;0;0;0;0;0;0;116.185555;0;0;0;0;0;0;0;0;0;0;0;0;0;163.6673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196.59879;181.24692;0;0;316.5941;0;0;0;0;0;0;0;0;44.727943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281.4334
167;184.0940922;1.0379548;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99.17822;0;0;0;0;0;0;117.129265;0;112.53673;278.5016;261.1456;171.07301;0;151.17474;0;0;0;240.01509;0;0;0;363.82346;281.4651;0;102.50461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182.61469;0;0;0;0;163.00504;459.97913
168;200.0682049;1.0409778;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165.18399;0;102.799355;237.32675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
170;112.8951795;1.0418937;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;222.83794;0;406.08948;0;0;0;0;0;0;0;0;0;0;0;0;115.377815;0;0;0;0;0;0;0;0;0;0;77.7354;0;0;0;0;0;0;0;0;0;0;0;0;90.32582;0;98.11636;98.643166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125.35713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
171;104.1070719;1.044151;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;1717.9207;0;1549.3135;5202.001;4651.4946;1469.8894;0;1832.2024;1854.4935;0;2424.9304;4848.507;3454.2065;0;2882.8987;3437.949;0;745.347;579.6317;4464.806;3815.4512;137.7557;6238.039;5489.7876;4492.1147;8601.691;912.82025;5082.3965;2734.7693;2142.1306;2053.7002;4418.487;1340.264;4395.5137;2179.2532;4542.7393;1386.6664;0;2545.4343;3070.5046;6274.8237;819.3924;1629.675;4108.8877;2082.4824;1653.0946;2496.5957;2490.6987;1172.3491;721.35815;2327.7075;2091.7412;1292.2963;1600.4044;2617.9663;2178.812;2497.9778;3076.8684;2565.5798;2178.727;2289.0596;1953.5588;3523.5586;2694.455;1254.7333;869.8723;2639.843;1800.8884;1436.9626;0;833.74945;1299.7483;2174.7673;2536.695;1227.5149;2671.3882;2269.8213;2930.374;1880.3234;4683.66;1685.7717;1062.0544;2017.5055
174;121.068086;1.0479001;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;176.4212;0;0;0;0;0;134.22853;0;993.24634;0;339.54092;0;327.85324;0;0;0;0;368.8223;0;0;2228.05;1626.4456;1790.5502;2055.3242;0;2266.861;230.07834;227.28403;0;0;0;955.81384;290.79587;0;0;0;0;0;1552.5369;0;0;0;288.91534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
175;114.8927566;1.0486833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;194.536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
177;140.0678124;1.0520244;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57.786087;0;0;0;210.56116;0;0;0;0;68.067184;0;0;468.17157;124.50517;0;285.9567;0;0;0;0;0;0;0;0;0;0;0;78.314476;0;702.2084;284.21606;0;0;469.76492;584.3209;314.9489;223.03886;240.13742;304.5187;0;0;489.0818;0;254.86334;764.712;0;392.98596;101.5287;0;0;239.14667;187.35313;0;399.7929;0;0;0;0;0;0;0;0;138.84619;418.21902;238.91165;429.09076;166.09157;219.4472;985.7376
179;221.1860388;1.055236;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325.5638;0;0;0;0;0;0;0;333.47858;0;0;0;0;0;0;0;0;0;0;0;0;0;197.93747;0;0;114.05973;0;0;0;0;0;0;0;401.14734;0;165.86958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
181;138.9064402;1.0560375;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;284.4858;0;0;336.6345;0;0;0;0;0;0;224.64134;0;0;0;0;309.70822;0;0;0;0;0;0;0;0;0;0;0;0;267.52533;0;177.09882;0;0;0;0;0;194.57733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143.71616;0;0;0;0;0;0;0;0;177.6608;0;0;0;306.87332;176.54388;0;0;0;0;0;99.70846;0
185;151.1439936;1.0632321;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;370.2951;187.53323;0;3945.0977;3751.8657;0;0;0;0;0;0;0;5345.613;0;216.22528;98.9061;0;0;171.27704;1453.5583;0;5172.677;0;0;0;0;0;322.08487;590.4558;0;6751.9688;0;0;0;9297.947;338.4782;0;0;0;0;0;454.0785;0;0;4072.8274;4147.928;0;2830.1216;0;0;4927.6406;4646.098;0;0;0;0;0;0;2718.9316;0;0;0;0;854.9942;3375.6094;983.32043;1174.133;0;1892.6318
187;162.1122161;1.0645162;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;391.0693;729.81635;767.4481;508.18015;285.09274;489.69522;570.3696;244.15785;622.4424;851.982;917.0323;0;1182.1643;977.7278;0;180.69615;0;1272.9773;888.5331;0;1007.22455;925.6598;1027.4204;2067.2297;0;976.5431;1574.0923;3491.0396;1623.7164;4492.182;1128.3633;2302.7637;1588.1688;1090.6821;6755.9043;158.39731;2679.821;12871.146;4793.323;7074.29;3471.6758;3629.9114;5432.6255;4025.6453;1063.14;5858.105;2801.9453;15478.061;6992.136;13980.543;10640.355;1032.3654;1942.5157;873.87616;1952.9745;5550.975;1741.5516;1929.0228;2017.0743;925.2062;487.84308;442.58832;1026.9196;3251.3562;1771.5392;714.33154;7027.7676;0;687.703;768.2799;717.42523;4547.2603;498.30923;692.0659;5335.4614;1327.4706;983.30493;1301.2799;1476.857;5801.0737;6845.756
192;193.1550729;1.0681324;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1507.9719;0;0;0;0;0;0;0;4643.3906;0;0;0;0;0;0;2057.5566;0;0;0;0;0;0;0;0;0;2257.762;0;0;0;0;4659.024;1078.3804;1299.8455;0;0;0;0;0;0;0;3429.7563;6443.7183;4018.9592;0;0;0;1951.0691;0;0;0;0;0;0;0;1079.3433;598.0558;0;0;0;0;1358.4694;1675.5101;1233.4976;0;1355.4486
196;135.047501;1.0693418;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;681.33673;247.43657;0;638.90106;228.41618;0;656.57513;317.8965;0;992.88556;0;868.8884;1312.3654;889.64594;0;492.63782;1626.7966;1234.5332;529.5799;363.331;576.52435;297.82596;535.7266;335.72772;985.1653;0;573.3872;1204.675;0;376.0155;454.30978;0;573.643;0;88.19091;0;0;387.46716;164.08328;0;1816.227;1120.5818;893.7483;1077.9308;0;1759.9065;0;1590.9474;1165.296;0;619.02057;1088.339;1895.1852;2402.5012;1845.9465;4536.361;4655.95;3697.0693;1824.149;1282.3729;1443.8695;3282.0396;1431.0978;1683.8207;2863.8005;818.68994;0;238.96191;467.86786;2397.5156;2787.3625;646.1538;924.28076;720.18274;246.88503;605.97235;1393.962;1092.1488;0;3466.2659
197;161.0920897;1.0693452;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;235.1649938;1.0719723;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148.87613;0;0;0;0;0;0;0;0;0;93.94057;0;0;0;0;0;0;0;0;0;202.7981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;207.1700802;1.0721288;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82.675644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184.83783;0;0;0;0;0;0;0;399.6347;0;0;0;0;0;0;240.76033;0;0;0;0;0;0;225.71371;1610.821;0;0;0;0;0;303.5971;0;0;0;0;0;0;0;0;516.0692;0;0;325.6877;0;196.724;0;0;0;1017.1391
202;407.4128634;1.0755333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;740.7912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;562.8577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;539.3145;0;890.0308;787.5807;0;443.0873;0;0;0;0;0;0;0;462.86203;0;0;0;0;0;0;0;0;0;0;0;555.4775;958.28375;0;0;0;0;0;602.0286;0;0
203;176.0102241;1.0761417;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237.41183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;654.18695
206;236.1493519;1.0780085;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;462.16403;460.1902;0;519.0121;228.9748;0;381.387;396.23447;0;1072.1945;0;908.6607;1184.7338;0;787.34753;1076.8944;2184.4746;1492.8224;593.5719;994.13715;759.9133;1042.3164;1069.2578;1154.8153;927.28625;752.2925;616.78033;1199.8928;684.14703;524.31177;837.1511;598.5721;769.9533;0;0;0;0;1877.2211;232.14647;0;632.99475;1738.778;325.5535;467.37955;0;416.6738;0;0;0;215.73744;319.3343;239.84949;0;0;316.24106;603.2815;1781.0553;273.54333;0;551.65594;0;0;0;452.35318;0;0;0;0;150.46385;0;0;0;0;0;0;0;351.18253;0;0;1500.5845
207;206.1388065;1.0791881;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;442.726;0;0;0;341.3939;0;0;0;0;0;0;0;896.43036;425.64954;1695.47;1704.6584;0;0;0;0;0;561.8094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
209;179.0733807;1.0796275;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;312.0809;0;525.74335;883.3068;951.76624;1052.8223;611.85425;1240.107;664.34314;459.1163;0;1520.0259;544.73956;0;0;658.3634;865.1399;0;0;829.76746;1043.5581;525.60913;0;0;0;0;269.43805;0;435.9455;0;984.15186;0;0;0;0;1612.7592;0;0;0;0;0;0;0;0;0;1863.8927;908.7858;528.7438;0;0;492.19366;799.2462;0;1267.7667;1507.3446;871.40625;1433.5968;881.686;1157.1853;1575.1206;3461.8894;1400.942;768.5361;585.86676;5031.1743;3761.8354;1402.8523;1298.9896;2794.442;0;0;0;2576.5613;1715.5042;321.17346;405.7741;609.8252;897.7199;695.7403;2550.3755;1579.7921;392.09238;1231.366
210;129.065878;1.0796779;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254.56433;0;0;0;0;0;0;0;1026.983;322.5604;705.56323;0;1572.1207;510.38763;382.91238;0;1103.9384;1382.2545;2185.5593;847.7892;2244.0742;1328.1816;0;0;0;0;1069.8223;972.6122;1171.699;0;0;0;0;0;659.30725;0;0;961.5524;0;0;0;0;820.14764;0;0;1340.7026;0;0;332.4943;304.6199;1381.206;1335.0468
211;132.1020832;1.3058873;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;4024.6138;0;5677.415;20362.072;9796.886;4347.4487;1822.7562;3294.55;4940.2134;2112.158;7164.51;18175.348;15122.723;0;18484.672;27489.924;4183.726;6642.37;16275.178;32909.152;22934.428;2538.3862;28779.916;29383.2;32154.738;38742.64;22376.398;28365.52;19271.021;22126.664;21524.29;17986.697;2314.5525;43739.89;13438.213;37065.13;13277;0;7394.956;30800.334;22931.342;7148.3623;4874.31;37369.69;28352.746;7528.3223;11885.885;22562.494;20163.92;34401.383;23923.354;36572.477;37461.78;2250.0195;3358.5488;4937.0503;3150.6277;22242.639;18078.842;26177.35;13550.283;3813.3215;9482.937;2117.78;7555.0996;6927.851;4453.2725;4663.0103;8172.227;0;786.9997;489.77606;4144.806;21255.752;5266.792;3466.6018;23962.947;11121.518;6612.7373;37820.285;16774.678;16082.521;42642.816
212;255.1338877;1.0800667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179.23367;0;0;0;0;0;0;0;0;0;0;166.9138;705.18994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263.44168;0
213;132.0764627;1.081908;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;769.23535;0;0;0;1181.8114;0;0;331.759;0;424.91235;1389.1849;422.52167;626.21844;398.19202;494.3334;575.44525;731.96313;0;1277.9559;0;2646.3262;597.1948;2333.9487;1949.543;0;320.69025;0;303.69104;1840.0701;0;0;416.78394;0;0;0;0;527.89813;0;0;1942.668;0;0;0;0;1252.5853;0;0;1678.6151;373.2046;0;0;265.2034;1325.8538;1175.3151
214;213.1234077;1.0828358;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427.76385;0;0;1102.5006;0;0;0;789.8443;0;0;0;0;350.1286;0;889.7506;3205.9648;586.516;3868.7048;3998.7046;0;0;2093.7324;3918.1929;7056.0923;1855.9089;1585.6112;1598.2981;0;0;467.6888;632.45197;992.96204;1331.3997;1899.2507;0;1951.8428;0;0;1345.919;3282.5935;0;627.6366;1063.926;0;0;0;1645.5219;1745.8661;111.95288;0;0;1794.619;2385.9138;2089.6177;1785.2178;546.0635;5362.013
218;148.0604011;1.0832728;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;101.0991;0;0;548.5441;609.52075;0;0;517.42755;164.55986;0;378.3196;482.6326;0;0;313.67682;363.9532;0;0;0;1011.6315;483.14682;0;0;390.32452;1497.1412;751.07623;0;0;302.3178;416.09003;749.3352;0;0;2477.4792;0;500.12634;0;0;0;1053.3857;0;0;0;432.89984;520.85864;0;0;0;0;0;0;1487.4504;3768.455;0;0;0;0;339.57626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456.07166;0;0;330.90457;0;0;0;0;0;0
219;219.1702968;1.0843242;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1055.5139;0;0;134.28027;0;0;193.49585;704.7351;0;244.75017;264.57312;0;0;0;0;493.24377;590.56445;0;1111.6329;0;0;1556.8582;1600.9434;0;0;404.87366;0;0;0;361.94125;0;885.6261;2156.7964;1232.2301;855.8261;270.09094;0;0;739.6494;1497.3453;0;0;0;0;0;0;623.40967;0;0;0;0;384.91757;801.81335;0;0;0;3869.7415
221;116.070715;1.0860313;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;420.84415;0;365.31723;1498.6125;1087.8943;0;0;0;579.3708;0;860.0102;1276.8508;1077.5352;0;939.7199;1948.1249;645.7989;1132.1813;644.45276;1739.7688;1145.1641;0;1926.1829;1752.8885;1338.7731;2893.6597;3850.1448;1985.8314;720.4527;1205.8799;754.60175;762.61975;0;435.2114;474.35242;2349.7227;313.84882;0;0;1140.0677;1237.6865;212.95073;0;1959.2512;1838.518;199.5873;346.21164;801.2597;3112.5256;1534.6417;2353.623;1183.6873;890.2412;0;0;1499.4824;0;644.9708;3451.5745;4826.035;1969.0958;407.23407;737.2305;0;1236.6509;354.08112;438.73187;1925.0983;414.1789;0;0;0;0;946.1158;159.12808;0;0;1618.6747;439.15332;1752.8578;1104.2998;333.20972;0
223;231.1701673;1.0870472;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147.36693;0;329.54092;291.6737;0;439.6581;433.6603;0;0;0;0;0;0;0;0;0;667.90735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
224;195.0764598;1.08715;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1113.449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239.37244;0;0;0;0;0;0;0;0;0;0;0
225;269.1244601;1.08715;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176.67923;0;0;0;0;0;0;0;0;0;481.79257;0;0;362.2389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163.0148;0
