parent mass;ATTRIBUTE_Day_cat;ATTRIBUTE_Day_num;ATTRIBUTE_Phases;ATTRIBUTE_replicate;ATTRIBUTE_SampleType;ATTRIBUTE_Shift_Major;cluster index;Compound_Name;GNPSGROUP:1;GNPSGROUP:10;GNPSGROUP:113;GNPSGROUP:15;GNPSGROUP:2;GNPSGROUP:23;GNPSGROUP:29;GNPSGROUP:3;GNPSGROUP:4;GNPSGROUP:44;GNPSGROUP:5;GNPSGROUP:57;GNPSGROUP:6;GNPSGROUP:7;GNPSGROUP:71;GNPSGROUP:8;GNPSGROUP:85;GNPSGROUP:9;GNPSGROUP:99;GNPSGROUP:B;GNPSGROUP:Blanck;GNPSGROUP:Early;GNPSGROUP:Late;GNPSGROUP:MeOH;GNPSGROUP:PB;GNPSGROUP:Peak;GNPSGROUP:Succession;GNPSGROUP:T1;GNPSGROUP:T10;GNPSGROUP:T11;GNPSGROUP:T12;GNPSGROUP:T2;GNPSGROUP:T3;GNPSGROUP:T4;GNPSGROUP:T5;GNPSGROUP:T6;GNPSGROUP:T7;GNPSGROUP:T8;GNPSGROUP:T9;molecularFormula;ClassyFire#class;ClassyFire#level 5;ClassyFire#most specific class;ClassyFire#subclass;ClassyFire#superclass;NPC#class;NPC#pathway;NPC#superclass;precursor mass;RTConsensus;RTMean;Smiles;SpectrumID
256.2639;T3,T10,T4,T7,T9,T8,T6,T12,T5,T11;71,3,29,44,99,85,57,7,10,113,23,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;4103;;179720.1949;260988.2486;30265.52809;187170.1176;188855.0332;196592.6374;148999.9712;198472.4308;138182.2584;120535.4004;88941.26261;162006.9722;150278.2625;145071.9105;140571.4934;182870.8681;82529.47465;140698.0483;83430.42594;-1;-1;1438501.978;1238678.589;-1;0;148999.9712;1413090.269;0;82529.47465;83430.42594;30265.52809;0;260988.2486;187170.1176;196592.6374;148999.9712;120535.4004;162006.9722;140571.4934;C16H33NO;Fatty Acyls;;Fatty amides;Fatty amides;Lipids and lipid-like molecules;Primary amides;Fatty acids;Fatty amides;256.2639;8.3392;8.3392;;
151.0353;T4;3,15;Early;2,9,1,3,8,6;Succession;Early;277;;2775.428092;0;0;18536.44436;3259.733845;0;0;2713.404409;0;0;0;0;2572.853866;0;0;3759.650839;0;3455.373304;0;-1;-1;37072.88871;0;-1;0;0;18536.44436;0;0;0;0;0;0;18536.44436;0;0;0;0;0;C4H6N3O2;Azacyclic compounds;;Azacyclic compounds;;Organoheterocyclic compounds;Purine alkaloids;Amino acids and Peptides;Pseudoalkaloids;151.0353;1.2356;1.2356;;
397.3296;T9,T5;71,3,23;Late,Early;2,9,4,3;Succession;Early,Late;4719;;0;0;0;0;4111.614464;13705.30684;0;5449.069436;4144.622938;0;0;0;0;0;894.7769021;0;0;894.7769021;0;-1;-1;27410.61368;1789.553804;-1;0;0;14600.08374;0;0;0;0;0;0;0;13705.30684;0;0;0;894.7769021;C24H48O6;Fatty Acyls;;Fatty alcohols;Fatty alcohols;Lipids and lipid-like molecules;Monoacylglycerols;Fatty acids;Glycerolipids;397.3296;9.0568;9.0568;;
628.5153;T7,T9;71,3,44;Late;9,3;Succession;Late;6422;;0;0;0;0;0;0;0;2687.361769;0;2687.361769;0;0;0;0;722.6714968;0;0;722.6714968;0;-1;-1;0;6820.066531;-1;0;0;3410.033265;0;0;0;0;0;0;0;0;0;2687.361769;0;722.6714968;C37H65N5O3;Carboxylic acids and derivatives;Amino acids and derivatives;Amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;N-acyl amines;Fatty acids;Fatty amides;628.5153;9.7877;9.7877;;
802.6163;T10;85;Late;9;Succession;Late;8911;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1581.464856;1581.464856;0;-1;-1;0;3162.929711;-1;0;0;1581.464856;0;1581.464856;0;0;0;0;0;0;0;0;0;0;C36H81N11O7;Carboxylic acids and derivatives;Peptides;Peptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Lipopeptides;Amino acids and Peptides;Small peptides;802.6163;10.8913;10.8913;;
795.3613;T6;29;Early,Peak;9,8;Succession;Early;2165;;0;0;0;0;0;0;9342.178447;0;0;0;0;0;0;0;0;6494.348561;0;2847.829885;0;-1;-1;9342.178447;0;-1;0;9342.178447;9342.178447;0;0;0;0;0;0;0;0;9342.178447;0;0;0;;;;;;;;;;795.3613;6.3121;6.3121;;
595.4551;T10,T4,T9,T6,T12,T5,T11;71,3,29,99,85,7,113,23,15;Late,Early,Peak;5,2,1,4,3,8,6,7;Succession;Early,Late;7453;;20111.16862;0;14493.78954;5408.231152;14919.51972;13722.76012;4370.92635;8147.842655;10689.917;0;7383.328924;0;3000.923257;18690.37929;10019.68925;9155.255178;14076.55584;0;30006.38238;-1;-1;42632.9089;137192.834;-1;0;4370.92635;92098.33464;0;14076.55584;30006.38238;14493.78954;0;0;5408.231152;13722.76012;4370.92635;0;0;10019.68925;;;;;;;;;;595.4551;9.9809;9.9809;;
369.2981;T7,T9,T8,T6,T12,T5;71,3,29,44,57,7,113,23;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;4238;;4393.272386;0;28033.53224;0;14637.71237;29907.7971;14963.27732;17974.88603;14167.04538;11483.41171;4222.15491;11472.72171;26995.34975;6690.740492;8016.391718;14098.64835;0;697.3221337;0;-1;-1;74778.87153;118012.1148;-1;0;14963.27732;103877.1318;0;0;0;28033.53224;0;0;0;29907.7971;14963.27732;11483.41171;11472.72171;8016.391718;;;;;;;;;;369.2981;8.3933;8.3933;;
329.1382;T9,T8;71,57;Late;9;Succession;Late;1613;;0;0;0;0;0;0;0;0;0;0;0;1563.989733;0;0;619.223813;0;0;2183.213546;0;-1;-1;0;4366.427093;-1;0;0;2183.213546;0;0;0;0;0;0;0;0;0;0;1563.989733;619.223813;C11H24N2O7S;Carboxylic acids and derivatives;Peptides;Peptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Dipeptides;Amino acids and Peptides;Small peptides;329.1382;4.6768;4.6768;;
179.0734;T3,T10,T9,T6,T12,T5,T11;71,3,29,99,85,7,10,113,23;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;154;;5444.754886;11207.57839;11760.22792;0;8080.986962;3491.904865;1900.802016;10477.77157;7141.09422;0;16581.12865;0;16801.81175;3372.931787;6128.113223;22606.75125;50574.80374;22730.4456;28174.24652;-1;-1;31299.76852;193274.7828;-1;0;1900.802016;113237.6767;0;50574.80374;28174.24652;11760.22792;0;11207.57839;0;3491.904865;1900.802016;0;0;6128.113223;C7H14O3S;Fatty Acyls;Thia fatty acids;Thia fatty acids;Fatty acids and conjugates;Lipids and lipid-like molecules;Wax monoesters;Fatty acids;Fatty Acids and Conjugates;179.0734;1.0877;1.0877;;
448.377;T10,T7,T9,T8,T6,T12,T11;71,3,29,44,99,85,57,7,113;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;6976;;7533.446225;0;71299.45745;0;10033.32426;0;12657.29232;9142.01265;6232.358069;2546.300953;23240.33604;5891.344259;11152.77974;32289.46905;1366.804382;35011.8676;15833.81975;31639.6551;56680.22963;-1;-1;12657.29232;307235.9129;-1;0;12657.29232;166275.2487;0;15833.81975;56680.22963;71299.45745;0;0;0;0;12657.29232;2546.300953;5891.344259;1366.804382;;;;;;;;;;448.377;9.9465;9.9465;;
844.5473;T4,T9;71,7,15;Late,Early;9,7;Succession;Early,Late;5543;;0;0;0;3039.579168;0;0;0;0;0;0;0;0;0;3039.579168;740.0566865;0;0;740.0566865;0;-1;-1;6079.158337;1480.113373;-1;0;0;3779.635855;0;0;0;0;0;0;3039.579168;0;0;0;0;740.0566865;C33H71N15O9;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Tripeptides;Amino acids and Peptides;Small peptides;844.5473;9.4365;9.4365;;
761.5895;T4,T9,T8;71,3,57,7,15;Late,Early;9,4,3,6,7;Succession;Early,Late;9012;;0;0;0;15501.21408;0;0;0;4752.257224;1050.729385;0;0;1050.729385;4351.788545;6397.168306;783.2742426;0;0;783.2742426;0;-1;-1;31002.42815;3668.007256;-1;0;0;17335.2177;0;0;0;0;0;0;15501.21408;0;0;0;1050.729385;783.2742426;C40H81N4O7P;Sphingolipids;;Phosphosphingolipids;Phosphosphingolipids;Lipids and lipid-like molecules;Phosphosphingolipids;Fatty acids;Sphingolipids;761.5895;10.7366;10.7366;;
615.1405;T3;10;Early;9;Succession;Early;8535;;0;3985.73556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3985.73556;0;-1;-1;7971.471121;0;-1;0;0;3985.73556;0;0;0;0;0;3985.73556;0;0;0;0;0;0;;;;;;;;;;615.1405;10.4888;10.4888;;
376.2608;T3,T10,T4,T7,T9,T8,T6,T12,T5,T11;71,3,29,44,99,85,57,7,10,113,23,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;2096;;985535.2268;1044264.189;723330.306;674309.232;980188.0946;747978.1375;715038.3619;898522.8506;692233.2942;511218.7479;552033.6508;685672.5938;798401.6449;869651.7881;645613.6368;984814.8641;852893.9382;766987.446;928049.7168;-1;-1;5648141.48;8693557.879;-1;0;715038.3619;7528368.86;0;852893.9382;928049.7168;723330.306;0;1044264.189;674309.232;747978.1375;715038.3619;511218.7479;685672.5938;645613.6368;C21H33N3O3;Carboxylic acids and derivatives;Amino acids and derivatives;Alpha amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Piperidine alkaloids;Alkaloids;Peptide alkaloids;376.2608;6.1877;6.1877;;
629.5237;T3,T10,T7,T6;3,29,44,85,10;Late,Early,Peak;2,9,3,8;Succession;Early,Late;8750;;0;12517.23704;0;0;15769.14434;0;22885.09227;7115.947931;0;1917.441073;0;0;0;0;0;1917.441073;13886.30721;26403.54425;0;-1;-1;47919.56636;31607.49656;-1;0;22885.09227;51206.0776;0;13886.30721;0;0;0;12517.23704;0;0;22885.09227;1917.441073;0;0;C34H68N4O6;Carboxylic acids and derivatives;Amino acids and derivatives;Alpha amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;N-acyl amines;Amino acids and Peptides;Fatty amides;629.5237;10.7965;10.7965;;
743.4498;T3,T4;7,10,15;Early;7;Succession;Early;3997;;0;2949.374865;0;2030.428619;0;0;0;0;0;0;0;0;0;4979.803484;0;0;0;0;0;-1;-1;9959.606968;0;-1;0;0;4979.803484;0;0;0;0;0;2949.374865;2030.428619;0;0;0;0;0;C44H64O8;Carboxylic acids and derivatives;;Dicarboxylic acids and derivatives;Dicarboxylic acids and derivatives;Organic acids and derivatives;Carotenoids (C40, Î²-Î²);Terpenoids;Carotenoids (C40);743.4498;8.1609;8.1609;;
256.3;T12;3,113;Late;5,1,4,3;Succession;Late;2913;;2232.918001;0;22490.53311;0;0;0;0;8547.331442;5650.335762;0;6059.947904;0;0;0;0;0;0;0;0;-1;-1;0;44981.06622;-1;0;0;22490.53311;0;0;0;22490.53311;0;0;0;0;0;0;0;0;C17H37N;Organonitrogen compounds;;Amines;Amines;Organic nitrogen compounds;Hydrocarbons;Fatty acids;Fatty acyls;256.3;7.071;7.071;;
403.2867;T9;71;Late;9;Succession;Late;4091;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;808.237032;0;0;808.237032;0;-1;-1;0;1616.474064;-1;0;0;808.237032;0;0;0;0;0;0;0;0;0;0;0;808.237032;C25H38O4;Glycerolipids;Monoacylglycerols;1-monoacylglycerols;Monoradylglycerols;Lipids and lipid-like molecules;Monoacylglycerols;Fatty acids;Glycerolipids;403.2867;8.3159;8.3159;;
159.1128;T9;71;Late;9;Succession;Late;488;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;560.6170064;0;0;560.6170064;0;-1;-1;0;1121.234013;-1;0;0;560.6170064;0;0;0;0;0;0;0;0;0;0;0;560.6170064;C7H14N2O2;Carboxylic acids and derivatives;Amino acids and derivatives;Amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Piperidine alkaloids;Alkaloids;Lysine alkaloids;159.1128;1.4859;1.4859;;
538.2916;T9,T8;71,57,7;Late;2,9,7;Succession;Late;2154;;0;0;0;0;3231.592057;0;0;0;0;0;0;7503.175929;0;7503.175929;3865.671517;0;0;634.0794596;0;-1;-1;0;22737.69489;-1;0;0;11368.84745;0;0;0;0;0;0;0;0;0;0;7503.175929;3865.671517;;;;;;;;;;538.2916;6.2818;6.2818;;
779.5427;T10,T9,T8,T12;71,3,85,57,113;Late;2,9,4,3;Succession;Late;6632;;0;0;1501.863505;0;1308.438581;0;0;2924.933612;3312.183607;0;0;3312.183607;0;0;2594.791086;0;1423.070107;1286.352506;0;-1;-1;0;17663.81661;-1;0;0;8831.908305;0;1423.070107;0;1501.863505;0;0;0;0;0;0;3312.183607;2594.791086;C35H77N3O10P2;Glycerophospholipids;1-alkyl,2-acylglycero-3-phosphocholines;1-alkyl,2-acylglycero-3-phosphocholines;Glycerophosphocholines;Lipids and lipid-like molecules;Glycerophosphocholines;Fatty acids;Glycerophospholipids;779.5427;9.8368;9.8368;;
845.5865;T10;3,85;Late;3;Succession;Late;7610;;0;0;0;0;0;0;0;3914.059805;0;0;0;0;0;0;0;0;3914.059805;0;0;-1;-1;0;7828.11961;-1;0;0;3914.059805;0;3914.059805;0;0;0;0;0;0;0;0;0;0;C51H72N8O3;Diazanaphthalenes;;Diazanaphthalenes;;Organoheterocyclic compounds;Polyamines;Alkaloids;Ornithine alkaloids;845.5865;10.1595;10.1595;;
485.1137;T9;71;Late;9;Succession;Late;3870;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1962.411828;0;0;1962.411828;0;-1;-1;0;3924.823657;-1;0;0;1962.411828;0;0;0;0;0;0;0;0;0;0;0;1962.411828;;;;;;;;;;485.1137;7.9757;7.9757;;
349.2353;T7,T6;29,44;Late,Early,Peak;8,6;Succession;Early,Late;3383;;0;0;0;0;0;0;3097.442423;0;0;2304.250573;0;0;3097.442423;0;0;2304.250573;0;0;0;-1;-1;3097.442423;4608.501146;-1;0;3097.442423;5401.692996;0;0;0;0;0;0;0;0;3097.442423;2304.250573;0;0;;;;;;;;;;349.2353;7.2466;7.2466;;
1115.515;T3,T4,T6;3,29,7,10,15;Early,Peak;2,9,1,3,8,6,7;Succession;Early;7671;;8948.210899;23585.61828;0;24653.70738;6166.074191;0;10348.87988;5234.983761;0;0;0;0;8060.839198;11743.35089;0;9005.85885;0;9428.887746;0;-1;-1;106827.5312;0;-1;0;10348.87988;58588.20554;0;0;0;0;0;23585.61828;24653.70738;0;10348.87988;0;0;0;;;;;;;;;;1115.515;10.1793;10.1793;;
357.1699;T9;71;Late;9;Succession;Late;1893;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;453.393623;0;0;453.393623;0;-1;-1;0;906.787246;-1;0;0;453.393623;0;0;0;0;0;0;0;0;0;0;0;453.393623;C19H26O5;Organooxygen compounds;Ketones;Cyclohexenones;Carbonyl compounds;Organic oxygen compounds;Tetracyclic diterpenoids;Terpenoids;Diterpenoids;357.1699;5.7646;5.7646;;
137.0456;T7,T8,T6;29,44,57;Late,Early,Peak;2,9,8,6;Succession;Early,Late;267;;0;0;0;0;1924.090683;0;8273.981058;0;0;1943.544301;0;3213.531577;5116.108724;0;0;5157.075878;0;1233.781651;0;-1;-1;8273.981058;10314.15176;-1;0;8273.981058;13431.05694;0;0;0;0;0;0;0;0;8273.981058;1943.544301;3213.531577;0;C5H4N4O;Pyrazolopyrimidines;;Pyrazolopyrimidines;;Organoheterocyclic compounds;pteridine alkaloids;Alkaloids;Pseudoalkaloids;137.0456;1.1942;1.1942;;
599.458;T6;29;Early,Peak;9;Succession;Early;3392;;0;0;0;0;0;0;1340.808263;0;0;0;0;0;0;0;0;0;0;1340.808263;0;-1;-1;1340.808263;0;-1;0;1340.808263;1340.808263;0;0;0;0;0;0;0;0;1340.808263;0;0;0;;;;;;;;;;599.458;7.465;7.465;;
579.4607;T10,T4,T7,T9,T8,T6,T12,T5,T11;71,3,29,44,99,85,57,7,113,23,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;7485;;163336.8127;0;285275.9657;28150.29332;221283.3069;50512.07531;29799.08222;132227.1273;107111.4717;85859.53303;164779.7839;233266.8617;164521.0318;166323.2191;138266.8868;219299.2989;225276.5684;174102.6343;436577.4202;-1;-1;187123.8195;2809046.472;-1;0;29799.08222;1512984.687;0;225276.5684;436577.4202;285275.9657;0;0;28150.29332;50512.07531;29799.08222;85859.53303;233266.8617;138266.8868;C25H58N10O5;Carboxylic acids and derivatives;Amino acids and derivatives;Alpha amino acid amides;Amino acids, peptides, and analogues;Organic acids and derivatives;Polyamines;Fatty acids;Ornithine alkaloids;579.4607;10.2595;10.2595;;
798.4394;T9;71;Late;9;Succession;Late;1139;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;695.3473533;0;0;695.3473533;0;-1;-1;0;1390.694707;-1;0;0;695.3473533;0;0;0;0;0;0;0;0;0;0;0;695.3473533;C40H59N7O10;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Linear peptides;Amino acids and Peptides;Oligopeptides;798.4394;3.7229;3.7229;;
255.064;T10,T9,T8,T12;71,3,85,57,113;Late;9,1,4,3,8,6;Succession;Late;1437;;2801.126;0;17640.11209;0;0;0;0;2838.345127;901.2461111;0;0;4384.336799;6794.024997;0;6834.378198;6573.948445;1627.450237;10577.58664;0;-1;-1;0;60972.55464;-1;0;0;30486.27732;0;1627.450237;0;17640.11209;0;0;0;0;0;0;4384.336799;6834.378198;;;;;;;;;;255.064;4.5097;4.5097;;
702.492;T12,T11;3,99,7,113;Late;5,2,3,7;Succession;Late;9229;;0;0;7691.656401;0;3080.501463;0;0;1508.514244;0;0;2538.595704;0;0;3644.546452;0;0;0;0;3080.501463;-1;-1;0;21544.31573;-1;0;0;10772.15786;0;0;3080.501463;7691.656401;0;0;0;0;0;0;0;0;C37H67N7O8;Carboxylic acids and derivatives;Peptides;Peptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Ceramides;Amino acids and Peptides;Oligopeptides;702.492;10.856;10.856;;
814.5719;T10,T4,T9,T8,T12;71,3,85,57,7,113,15;Late,Early;5,9,4,3,6,7;Succession;Early,Late;8286;;0;0;2341.647614;2890.574752;0;0;0;8533.508584;2921.193783;0;1537.26378;4595.65408;2890.574752;1674.460297;5452.521147;0;5253.206251;2976.602648;0;-1;-1;5781.149504;35286.05818;-1;0;0;20533.60384;0;5253.206251;0;2341.647614;0;0;2890.574752;0;0;0;4595.65408;5452.521147;C46H82NO7P;Glycerophospholipids;1-alkyl,2-acylglycero-3-phosphocholines;1-alkyl,2-acylglycero-3-phosphocholines;Glycerophosphocholines;Lipids and lipid-like molecules;Glycerophosphocholines;Fatty acids;Glycerophospholipids;814.5719;10.385;10.385;;
383.3312;T9;71;Late;9;Succession;Late;4039;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;816.7893268;0;0;816.7893268;0;-1;-1;0;1633.578654;-1;0;0;816.7893268;0;0;0;0;0;0;0;0;0;0;0;816.7893268;C27H42O;Steroids and steroid derivatives;;Steroids and steroid derivatives;;Lipids and lipid-like molecules;Ergostane steroids;Terpenoids;Steroids;383.3312;7.9949;7.9949;;
595.4915;T10,T6,T12,T5,T11;3,29,99,85,7,113,23;Late,Early,Peak;5,2,9,1,4,3,8,7;Succession;Early,Late;8565;;12100.92407;0;31850.48777;0;10577.5944;4099.625352;2839.260531;2275.780072;3717.99008;0;5116.628463;0;0;22638.53527;0;8967.821328;6237.324215;13109.98731;33478.56311;-1;-1;11038.51123;143132.7502;-1;0;2839.260531;78505.26098;0;6237.324215;33478.56311;31850.48777;0;0;0;4099.625352;2839.260531;0;0;0;;;;;;;;;;595.4915;10.3525;10.3525;;
516.3093;T10,T9,T8,T6,T11;71,3,29,99,85,57,7;Late,Early,Peak;2,9,4,3,8,7;Succession;Early,Late;2553;;0;0;0;0;9095.561073;0;3171.621459;1207.010421;16300.75382;0;0;21283.29548;0;18261.06074;14340.06625;2011.547532;1207.010421;2748.405592;9622.345559;-1;-1;3171.621459;92905.43542;-1;0;3171.621459;49624.33917;0;1207.010421;9622.345559;0;0;0;0;0;3171.621459;0;21283.29548;14340.06625;C26H46NO7P;Glycerophospholipids;Lysophosphatidylcholines;1-acyl-sn-glycero-3-phosphocholines;Glycerophosphocholines;Lipids and lipid-like molecules;Glycerophosphocholines;Fatty acids;Glycerophospholipids;516.3093;6.2782;6.2782;;
581.4397;T4,T7,T6,T12,T5,T11;3,29,44,99,7,113,23,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;6663;;7726.712133;0;12541.96725;15615.66571;12210.00941;30246.93797;14412.17131;16513.06711;8239.204344;2443.573662;3250.817899;0;3432.97036;14469.84031;0;8779.273577;0;8665.393486;8026.972716;-1;-1;106137.3787;46025.02726;-1;0;14412.17131;83287.28862;0;0;8026.972716;12541.96725;0;0;15615.66571;30246.93797;14412.17131;2443.573662;0;0;;;;;;;;;;581.4397;9.8623;9.8623;;
851.5265;T9;71;Late;9;Succession;Late;4159;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;523.9691765;0;0;523.9691765;0;-1;-1;0;1047.938353;-1;0;0;523.9691765;0;0;0;0;0;0;0;0;0;0;0;523.9691765;;;;;;;;;;851.5265;8.4501;8.4501;;
441.298;T3,T10,PB,T5;3,85,PB,7,10,23;PB,Late,Early;5,9,1,3,8,6,PB,7;Succession;PB,Early,Late;7913;;33878.24619;4221.634103;0;0;0;96374.70887;0;3427.900983;0;0;4221.634103;0;3419.245422;2860.034229;0;3678.401665;33878.24619;82989.12657;0;-1;-1;201192.686;67756.49238;-1;397255.2663;0;134474.5892;0;33878.24619;0;0;0;4221.634103;0;96374.70887;0;0;0;0;C26H42O4;Benzene and substituted derivatives;Benzoic acid esters;Benzoic acid esters;Benzoic acids and derivatives;Benzenoids;Simple phenolic acids;Shikimates and Phenylpropanoids;Phenolic acids (C6-C1);441.298;10.2357;10.2357;;
418.3183;T9;71;Late;9;Succession;Late;3655;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;883.8548798;0;0;883.8548798;0;-1;-1;0;1767.70976;-1;0;0;883.8548798;0;0;0;0;0;0;0;0;0;0;0;883.8548798;;;;;;;;;;418.3183;7.7073;7.7073;;
532.3746;T7,T9,T8,T6;71,3,29,44,57,7;Late,Early,Peak;2,9,4,3,8,6,7;Succession;Early,Late;3696;Spectral Match to Lyso-PAF C-18 from NIST14;0;0;0;0;1522.367727;0;1784.109682;2650.485913;1761.25689;4489.51544;0;7103.308578;1784.109682;1376.393037;7224.528306;10360.12983;0;1146.718926;0;-1;-1;1784.109682;37634.70465;-1;0;1784.109682;20601.46201;0;0;0;0;0;0;0;0;1784.109682;4489.51544;7103.308578;7224.528306;;;;;;;;;;532.3746;7.7767;7.7767;CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)O;CCMSLIB00003137258
284.3316;T10,T7,T9,T8,T6,T12,T5;71,3,29,44,85,57,7,113,23;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;3711;;2029.315305;0;4747.475302;0;94751.61573;8266.57811;91919.3984;29565.61292;4741.827587;36950.80319;101540.6829;4861.889335;21245.92242;14378.3921;62709.59713;66958.47622;181992.7951;56236.69129;0;-1;-1;108452.5546;582525.12;-1;0;91919.3984;391448.5365;0;181992.7951;0;4747.475302;0;0;0;8266.57811;91919.3984;36950.80319;4861.889335;62709.59713;C19H41N;Organonitrogen compounds;;Amines;Amines;Organic nitrogen compounds;Hydrocarbons;Fatty acids;Fatty acyls;284.3316;7.7825;7.7825;;
375.2754;T9;71;Late;9;Succession;Late;3473;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;736.0368068;0;0;736.0368068;0;-1;-1;0;1472.073614;-1;0;0;736.0368068;0;0;0;0;0;0;0;0;0;0;0;736.0368068;;;;;;;;;;375.2754;7.5347;7.5347;;
349.1838;T12;113;Late;5,1,8;Succession;Late;750;;16621.51889;0;23775.85822;0;0;0;0;0;0;0;4660.759598;0;0;0;0;2493.579725;0;0;0;-1;-1;0;47551.71643;-1;0;0;23775.85822;0;0;0;23775.85822;0;0;0;0;0;0;0;0;;;;;;;;;;349.1838;2.2404;2.2404;;
174.1487;T7,T9,T6;71,3,29,44,7;Late,Early,Peak;2,9,1,4,3,8,6,7;Succession;Early,Late;404;;2190.654963;0;0;0;7155.02817;0;50435.6065;12009.77549;6200.490471;15875.62536;0;0;11439.37817;3310.797138;1016.282712;11487.39073;0;13533.99945;0;-1;-1;50435.6065;33783.81615;-1;0;50435.6065;67327.51458;0;0;0;0;0;0;0;0;50435.6065;15875.62536;0;1016.282712;C9H19NO2;Organonitrogen compounds;Cholines;Acyl cholines;Quaternary ammonium salts;Organic nitrogen compounds;Wax monoesters;Fatty acids;Fatty esters;174.1487;1.4431;1.4431;;
457.3715;T9;71,3;Late;2,9,3;Succession;Late;4274;;0;0;0;0;1237.059513;0;0;1502.617682;0;0;0;0;0;0;4495.715015;0;0;1756.03782;0;-1;-1;0;8991.43003;-1;0;0;4495.715015;0;0;0;0;0;0;0;0;0;0;0;4495.715015;C30H48O3;Fatty Acyls;;Fatty acid esters;Fatty acid esters;Lipids and lipid-like molecules;Cycloartane triterpenoids;Terpenoids;Diterpenoids;457.3715;8.6571;8.6571;;
284.201;T6;29;Early,Peak;9;Succession;Early;2560;;0;0;0;0;0;0;3716.063086;0;0;0;0;0;0;0;0;0;0;3716.063086;0;-1;-1;3716.063086;0;-1;0;3716.063086;3716.063086;0;0;0;0;0;0;0;0;3716.063086;0;0;0;C19H25NO;Quinolines and derivatives;Hydroquinolones;Hydroquinolones;Quinolones and derivatives;Organoheterocyclic compounds;Quinoline alkaloids;Alkaloids;Anthranilic acid alkaloids;284.201;6.6096;6.6096;;
781.5577;T10,T4,T7,T9,T8,T12;71,3,44,85,57,7,113,15;Late,Early;5,2,9,4,3,8,7;Succession;Early,Late;7327;;0;0;3114.171538;6103.641046;1957.625536;0;0;12546.62028;6811.446045;7402.852189;2681.105098;6811.446045;0;3705.063635;8341.687862;4071.938083;2436.191614;2436.191614;0;-1;-1;12207.28209;56212.6985;-1;0;0;34209.99029;0;2436.191614;0;3114.171538;0;0;6103.641046;0;0;7402.852189;6811.446045;8341.687862;C42H77N4O7P;Sphingolipids;;Phosphosphingolipids;Phosphosphingolipids;Lipids and lipid-like molecules;Phosphosphingolipids;Fatty acids;Sphingolipids;781.5577;10.0616;10.0616;;
104.107;T10,T9,T8,T6,T12,T11;71,3,29,99,85,57,7,113;Late,Early,Peak;5,2,9,1,4,3,8,7;Succession;Early,Late;3017;;5869.45729;0;16485.57946;0;2151.820295;0;2731.404791;12182.36508;16886.89145;0;6902.259709;13166.84651;0;2374.181772;9444.625339;8413.431856;6031.739996;11499.11969;18419.33104;-1;-1;2731.404791;127096.2447;-1;0;2731.404791;66279.52713;0;6031.739996;18419.33104;16485.57946;0;0;0;0;2731.404791;0;13166.84651;9444.625339;;;;;;;;;;104.107;7.0553;7.0553;;
672.4821;T9;71;Late;9;Succession;Late;5386;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;496.0751891;0;0;496.0751891;0;-1;-1;0;992.1503782;-1;0;0;496.0751891;0;0;0;0;0;0;0;0;0;0;0;496.0751891;;;;;;;;;;672.4821;9.3704;9.3704;;
