parent mass;ATTRIBUTE_Day_cat;ATTRIBUTE_Day_num;ATTRIBUTE_Phases;ATTRIBUTE_replicate;ATTRIBUTE_SampleType;ATTRIBUTE_Shift_Major;cluster index;Compound_Name;GNPSGROUP:1;GNPSGROUP:10;GNPSGROUP:113;GNPSGROUP:15;GNPSGROUP:2;GNPSGROUP:23;GNPSGROUP:29;GNPSGROUP:3;GNPSGROUP:4;GNPSGROUP:44;GNPSGROUP:5;GNPSGROUP:57;GNPSGROUP:6;GNPSGROUP:7;GNPSGROUP:71;GNPSGROUP:8;GNPSGROUP:85;GNPSGROUP:9;GNPSGROUP:99;GNPSGROUP:B;GNPSGROUP:Blanck;GNPSGROUP:Early;GNPSGROUP:Late;GNPSGROUP:MeOH;GNPSGROUP:PB;GNPSGROUP:Peak;GNPSGROUP:Succession;GNPSGROUP:T1;GNPSGROUP:T10;GNPSGROUP:T11;GNPSGROUP:T12;GNPSGROUP:T2;GNPSGROUP:T3;GNPSGROUP:T4;GNPSGROUP:T5;GNPSGROUP:T6;GNPSGROUP:T7;GNPSGROUP:T8;GNPSGROUP:T9;molecularFormula;ClassyFire#class;ClassyFire#level 5;ClassyFire#most specific class;ClassyFire#subclass;ClassyFire#superclass;NPC#class;NPC#pathway;NPC#superclass;precursor mass;RTConsensus;RTMean;Smiles;SpectrumID
650.4604;T4,T7;44,15;Late,Early;2,1;Succession;Early,Late;8814;;2257.887934;0;0;2636.022828;2636.022828;0;0;0;0;2257.887934;0;0;0;0;0;0;0;0;0;-1;-1;5272.045655;4515.775868;-1;0;0;4893.910761;0;0;0;0;0;0;2636.022828;0;0;2257.887934;0;0;C32H63N3O10;Peptidomimetics;Cyclic depsipeptides;Cyclic depsipeptides;Depsipeptides;Organic acids and derivatives;Cyclic peptides;Amino acids and Peptides;Oligopeptides;650.4604;10.6361;10.6361;;
559.1325;T9;71;Late;9;Succession;Late;4216;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2272.468697;0;0;2272.468697;0;-1;-1;0;4544.937395;-1;0;0;2272.468697;0;0;0;0;0;0;0;0;0;0;0;2272.468697;;;;;;;;;;559.1325;8.546;8.546;;
104.1071;T3,T10,T7,T9,T8,T6,T12,T5,T11;71,3,29,44,99,85,57,7,10,113,23;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;13;;93921.39052;66702.77607;58772.80951;0;81220.66732;61787.84784;127909.3333;53434.35185;48698.67421;24917.35055;39163.90823;30118.25285;56970.68519;52257.9714;38370.52619;44694.25582;37521.61369;29870.75864;54132.15321;-1;-1;384890.5811;487665.412;-1;0;127909.3333;500232.6632;0;37521.61369;54132.15321;58772.80951;0;66702.77607;0;61787.84784;127909.3333;24917.35055;30118.25285;38370.52619;;;;;;;;;;104.1071;1.0443;1.0443;;
459.281;T12;113;Late;1;Succession;Late;904;Spectral Match to Decaethylene glycol from NIST14;3733.200411;0;3733.200411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;7466.400822;-1;0;0;3733.200411;0;0;0;3733.200411;0;0;0;0;0;0;0;0;C20H42O11;Organooxygen compounds;Dialkyl ethers;Polyethylene glycols;Ethers;Organic oxygen compounds;Monoacylglycerols;Fatty acids;Glycerolipids;459.281;2.7342;2.7342;C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O;CCMSLIB00003137675
746.5903;T10,T9,T12,T11;71,3,99,85,7,113;Late;5,2,9,1,4,3,6,7;Succession;Late;9146;;2345.885962;0;4619.682791;0;2785.433058;0;0;2931.213683;2480.07401;0;2563.325765;0;3206.128561;6450.771863;5583.608338;0;7242.376764;674.3966103;5991.56162;-1;-1;0;46874.45903;-1;0;0;23437.22951;0;7242.376764;5991.56162;4619.682791;0;0;0;0;0;0;0;5583.608338;C41H79N7O7;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Lipopeptides;Amino acids and Peptides;Oligopeptides;746.5903;10.8332;10.8332;;
748.5697;T8;57;Late;9;Succession;Late;8718;;0;0;0;0;0;0;0;0;0;0;0;2159.694744;0;0;0;0;0;2159.694744;0;-1;-1;0;4319.389488;-1;0;0;2159.694744;0;0;0;0;0;0;0;0;0;0;2159.694744;0;C44H77NO8;Organooxygen compounds;Glycosyl compounds;Glycosyl compounds;Carbohydrates and carbohydrate conjugates;Organic oxygen compounds;Steroidal alkaloids;Fatty acids;Sphingolipids;748.5697;10.6508;10.6508;;
326.2482;T6;29;Early,Peak;9;Succession;Early;3653;;0;0;0;0;0;0;14469.22217;0;0;0;0;0;0;0;0;0;0;14469.22217;0;-1;-1;14469.22217;0;-1;0;14469.22217;14469.22217;0;0;0;0;0;0;0;0;14469.22217;0;0;0;C22H31NO;Quinolines and derivatives;Hydroquinolones;Hydroquinolones;Quinolones and derivatives;Organoheterocyclic compounds;Quinoline alkaloids;Alkaloids;Anthranilic acid alkaloids;326.2482;7.7044;7.7044;;
320.2561;T6;29,7;Early,Peak;7;Succession;Early;2674;;0;0;0;0;0;0;3031.509506;0;0;0;0;0;0;3031.509506;0;0;0;0;0;-1;-1;3031.509506;0;-1;0;3031.509506;3031.509506;0;0;0;0;0;0;0;0;3031.509506;0;0;0;;;;;;;;;;320.2561;6.6448;6.6448;;
202.1441;T6,T5;3,29,7,23;Early,Peak;3,7;Succession;Early;507;;0;0;0;0;0;3206.231088;2341.703707;2341.703707;0;0;0;0;0;3206.231088;0;0;0;0;0;-1;-1;8754.165883;0;-1;0;2341.703707;5547.934795;0;0;0;0;0;0;0;3206.231088;2341.703707;0;0;0;C10H19NO3;Carboxylic acids and derivatives;Amino acids and derivatives;Alpha amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Dipeptides;Amino acids and Peptides;Small peptides;202.1441;1.4762;1.4762;;
279.1458;T9;71;Late;9;Succession;Late;698;"""N--Benzoyl-L-arginine, 99% CollisionEnergy:205060""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1254.287376;0;0;1254.287376;0;-1;-1;0;2508.574753;-1;0;0;1254.287376;0;0;0;0;0;0;0;0;0;0;0;1254.287376;C13H18N4O3;Carboxylic acids and derivatives;Amino acids and derivatives;N-acyl-alpha amino acids;Amino acids, peptides, and analogues;Organic acids and derivatives;Dipeptides;Amino acids and Peptides;Small peptides;279.1458;2.0751;2.0751;N=C(N)NCCCC(N=C(O)c1ccccc1)C(=O)O;CCMSLIB00010120984
480.3095;T12,T11;3,99,113;Late;5,9,1,3;Succession;Late;2450;;2424.726829;0;2424.726829;0;0;0;0;3080.039642;0;0;3220.129575;0;0;0;0;0;0;2812.145477;9112.314694;-1;-1;0;23074.08304;-1;0;0;11537.04152;0;0;9112.314694;2424.726829;0;0;0;0;0;0;0;0;C23H46NO7P;Carboxylic acids and derivatives;Amino acids and derivatives;Amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Glycerophosphoethanolamines;Fatty acids;Glycerophospholipids;480.3095;6.7167;6.7167;;
650.4997;T9;71;Late;9;Succession;Late;5382;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1756.617928;0;0;1756.617928;0;-1;-1;0;3513.235855;-1;0;0;1756.617928;0;0;0;0;0;0;0;0;0;0;0;1756.617928;C38H67NO7;Fatty Acyls;N-acyl amines;N-acyl amines;Fatty amides;Lipids and lipid-like molecules;Open-chain polyketides;Fatty acids;Sphingolipids;650.4997;9.3704;9.3704;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533.2553;T3,T10,T4,T7,T9,T8,T6,T12;71,3,29,44,85,57,7,10,113,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;5759;;5475.445919;4492.717602;2102.202741;10939.51485;3103.623285;0;4879.478022;12808.67993;5787.632783;10880.46816;6052.125904;12222.006;7175.870832;7190.305349;21804.59583;6565.515212;11746.02016;24907.80415;0;-1;-1;35743.94293;117510.5858;-1;0;4879.478022;79067.00337;0;11746.02016;0;2102.202741;0;4492.717602;10939.51485;0;4879.478022;10880.46816;12222.006;21804.59583;C33H32N4O3;Tetrapyrroles and derivatives;;Porphyrins;Porphyrins;Organoheterocyclic compounds;Carboline alkaloids;Alkaloids;Tryptophan alkaloids;533.2553;9.4587;9.4587;;
750.5494;T6;29;Early,Peak;2;Succession;Early;7808;;0;0;0;0;1732.246049;0;1732.246049;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;1732.246049;0;-1;0;1732.246049;1732.246049;0;0;0;0;0;0;0;0;1732.246049;0;0;0;;;;;;;;;;750.5494;10.2136;10.2136;;
120.0806;T9,T8,T6,T12,T5;71,29,57,7,113,23;Late,Early,Peak;5,2,9,4,8,6,7;Succession;Early,Late;508;;0;0;15749.38728;0;5601.428145;3080.62345;2815.8355;0;7769.994824;0;5074.199675;11037.27958;8332.479384;2295.677723;6578.669236;5471.687417;0;4716.327883;0;-1;-1;8977.082401;66730.6722;-1;0;2815.8355;39261.79505;0;0;0;15749.38728;0;0;0;3080.62345;2815.8355;0;11037.27958;6578.669236;C8H9N;Organonitrogen compounds;Aralkylamines;Aralkylamines;Amines;Organic nitrogen compounds;Simple indole alkaloids;Alkaloids;Tyrosine alkaloids;120.0806;1.503;1.503;;
329.1727;T9;71;Late;9;Succession;Late;1833;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;962.4020347;0;0;962.4020347;0;-1;-1;0;1924.804069;-1;0;0;962.4020347;0;0;0;0;0;0;0;0;0;0;0;962.4020347;C18H26O4;Carboxylic acids and derivatives;Carboxylic acid esters;Carboxylic acid esters;Carboxylic acid derivatives;Organic acids and derivatives;Bisabolane sesquiterpenoids;Terpenoids;Sesquiterpenoids;329.1727;5.5626;5.5626;;
381.3157;T9;71;Late;9;Succession;Late;4019;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;511.9085469;0;0;511.9085469;0;-1;-1;0;1023.817094;-1;0;0;511.9085469;0;0;0;0;0;0;0;0;0;0;0;511.9085469;C27H44O3;Steroids and steroid derivatives;Hydroxy bile acids, alcohols and derivatives;Monohydroxy bile acids, alcohols and derivatives;Bile acids, alcohols and derivatives;Lipids and lipid-like molecules;Cholestane steroids;Terpenoids;Steroids;381.3157;8.1675;8.1675;;
622.3061;T9;71;Late;9;Succession;Late;4661;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;933.9563009;0;0;933.9563009;0;-1;-1;0;1867.912602;-1;0;0;933.9563009;0;0;0;0;0;0;0;0;0;0;0;933.9563009;C33H43N5O5S;Steroids and steroid derivatives;;Delta-4-steroids;Delta-4-steroids;Lipids and lipid-like molecules;Cyclic peptides;Amino acids and Peptides;Oligopeptides;622.3061;8.9678;8.9678;;
369.1522;T8;3,57;Late;3;Succession;Late;1423;;0;0;0;0;0;0;0;4397.391444;0;0;0;4397.391444;0;0;0;0;0;0;0;-1;-1;0;8794.782889;-1;0;0;4397.391444;0;0;0;0;0;0;0;0;0;0;4397.391444;0;C12H22N6O6;Carboxylic acids and derivatives;Amino acids and derivatives;Alpha amino acid esters;Amino acids, peptides, and analogues;Organic acids and derivatives;Aminoacids;Amino acids and Peptides;Small peptides;369.1522;4.3989;4.3989;;
803.5419;T9;71;Late;9;Succession;Late;5564;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;929.1131683;0;0;929.1131683;0;-1;-1;0;1858.226337;-1;0;0;929.1131683;0;0;0;0;0;0;0;0;0;0;0;929.1131683;C44H75N4O7P;Sphingolipids;;Phosphosphingolipids;Phosphosphingolipids;Lipids and lipid-like molecules;Phosphosphingolipids;Fatty acids;Sphingolipids;803.5419;9.6005;9.6005;;
762.476;T9;71;Late;9;Succession;Late;1336;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;885.9661563;0;0;885.9661563;0;-1;-1;0;1771.932313;-1;0;0;885.9661563;0;0;0;0;0;0;0;0;0;0;0;885.9661563;C38H63N7O9;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Linear peptides;Amino acids and Peptides;Oligopeptides;762.476;4.4488;4.4488;;
171.0993;T9;71;Late;9;Succession;Late;757;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3265.382994;0;0;3265.382994;0;-1;-1;0;6530.765988;-1;0;0;3265.382994;0;0;0;0;0;0;0;0;0;0;0;3265.382994;C5H10N6O;Triazines;;1,3,5-triazines;1,3,5-triazines;Organoheterocyclic compounds;Purine alkaloids;Alkaloids;Pseudoalkaloids;171.0993;2.2712;2.2712;;
122.0963;T3,T7,T9,T6,T5;71,3,29,44,7,10,23;Late,Early,Peak;2,9,1,4,3,8,6,7;Succession;Early,Late;695;;27324.23941;12187.43623;0;0;30167.89897;17700.98031;145713.0321;50827.04827;28827.15782;24319.19261;0;0;25407.72644;11635.12176;2921.229728;19110.0638;0;9542.614497;0;-1;-1;205489.8652;54480.84467;-1;0;145713.0321;202841.871;0;0;0;0;0;12187.43623;0;17700.98031;145713.0321;24319.19261;0;2921.229728;C8H8;Benzene and substituted derivatives;;Styrenes;Styrenes;Benzenoids;Cinnamic acids and derivatives;Shikimates and Phenylpropanoids;Phenylpropanoids (C6-C3);122.0963;1.9705;1.9705;;
682.479;T9;71;Late;9;Succession;Late;5495;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;567.4205135;0;0;567.4205135;0;-1;-1;0;1134.841027;-1;0;0;567.4205135;0;0;0;0;0;0;0;0;0;0;0;567.4205135;C36H70NO7P;Glycerophospholipids;;Glycerophosphocholines;Glycerophosphocholines;Lipids and lipid-like molecules;Glycerophosphocholines;Fatty acids;Glycerophospholipids;682.479;9.3896;9.3896;;
676.515;T9;71;Late;9;Succession;Late;6129;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;525.4043204;0;0;525.4043204;0;-1;-1;0;1050.808641;-1;0;0;525.4043204;0;0;0;0;0;0;0;0;0;0;0;525.4043204;C35H69N3O9;Carboxylic acids and derivatives;Amino acids and derivatives;Amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Open-chain polyketides;Polyketides;Linear polyketides;676.515;9.5046;9.5046;;
481.3141;T10,T4,T7,T9,T8,T6,T12,T5,T11;71,3,29,44,99,85,57,7,113,23,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;4382;;5599.752337;0;3988.507617;19060.7321;7473.128488;2762.240625;2769.209935;13950.03288;5817.957681;3638.525746;1984.716727;2448.568464;2813.838947;6542.065819;13122.00433;9669.640214;6004.671407;5238.002276;5294.675147;-1;-1;46415.15538;68993.90542;-1;0;2769.209935;59089.13537;0;6004.671407;5294.675147;3988.507617;0;0;19060.7321;2762.240625;2769.209935;3638.525746;2448.568464;13122.00433;C25H46O7;Prenol lipids;;Diterpenoids;Diterpenoids;Lipids and lipid-like molecules;Labdane diterpenoids;Terpenoids;Diterpenoids;481.3141;8.7556;8.7556;;
398.2426;T3,T10,T4,T7,T9,T8,T6,T12,T5,T11;71,3,29,44,99,85,57,7,10,113,23,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;2059;;2230112.688;1619040.058;1236487.632;1031222.541;1795319.984;1664589.742;1329308.325;1369073.11;1099255.469;755650.3655;949091.6961;1193273.362;1303230.54;1371536.428;1043875.809;1520607.69;1796558.528;1522759.919;1490981.162;-1;-1;9959013.006;1.50E+07;-1;0;1329308.325;1.32E+07;0;1796558.528;1490981.162;1236487.632;0;1619040.058;1031222.541;1664589.742;1329308.325;755650.3655;1193273.362;1043875.809;;;;;;;;;;398.2426;6.1868;6.1868;;
782.5706;T8;57;Late;4;Succession;Late;7357;Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14;0;0;0;0;0;0;0;0;3894.615324;0;0;3894.615324;0;0;0;0;0;0;0;-1;-1;0;7789.230647;-1;0;0;3894.615324;0;0;0;0;0;0;0;0;0;0;3894.615324;0;C44H80NO8P;Glycerophospholipids;Phosphatidylcholines;Phosphatidylcholines;Glycerophosphocholines;Lipids and lipid-like molecules;Glycerophosphocholines;Fatty acids;Glycerophospholipids;782.5706;10.2002;10.2002;nan;CCMSLIB00003134965
733.579;T10,T4,T7,T9,T8,T6,T12,T11;71,3,29,44,99,85,57,7,113,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;8272;;45937.05402;0;47584.63029;79112.08361;14606.77829;0;1564.234506;63611.39724;22237.60403;43334.70358;24326.90083;8658.686981;16906.21886;48363.81493;60104.56489;33034.02909;28125.24067;22021.31383;22560.96661;-1;-1;159788.4017;420737.586;-1;0;1564.234506;291045.1111;0;28125.24067;22560.96661;47584.63029;0;0;79112.08361;0;1564.234506;43334.70358;8658.686981;60104.56489;C33H72N12O6;Carboxylic acids and derivatives;Amino acids and derivatives;N-acyl-alpha amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Polyamines;Alkaloids;Ornithine alkaloids;733.579;10.6466;10.6466;;
399.2468;T9;71;Late;9;Succession;Late;3902;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;542.5030576;0;0;542.5030576;0;-1;-1;0;1085.006115;-1;0;0;542.5030576;0;0;0;0;0;0;0;0;0;0;0;542.5030576;;;;;;;;;;399.2468;8.014;8.014;;
622.4296;T4;15;Early;2;Succession;Early;8889;;0;0;0;2660.483228;2660.483228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;5320.966456;0;-1;0;0;2660.483228;0;0;0;0;0;0;2660.483228;0;0;0;0;0;C33H61NO8;Organooxygen compounds;Aminosaccharides;Aminoglycosides;Carbohydrates and carbohydrate conjugates;Organic oxygen compounds;Erythromycins;Polyketides;Macrolides;622.4296;10.674;10.674;;
528.3092;T9,T8;71,57;Late;9,4;Succession;Late;2763;;0;0;0;0;0;0;0;0;2446.674471;0;0;2446.674471;0;0;1644.461825;0;0;1644.461825;0;-1;-1;0;8182.272592;-1;0;0;4091.136296;0;0;0;0;0;0;0;0;0;0;2446.674471;1644.461825;C27H46NO7P;Carboxylic acids and derivatives;Amino acids and derivatives;Amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Glycerophosphoethanolamines;Fatty acids;Glycerophospholipids;528.3092;6.952;6.952;;
260.1256;T10,T9,T12,T11;71,3,99,85,113;Late;5,9,4,3,8,6;Succession;Late;716;;0;0;8080.709233;0;0;0;0;1840.540848;7098.30823;0;1805.923723;0;4971.826897;0;10645.28998;4067.244253;2217.834431;4308.716265;3148.726576;-1;-1;0;48185.12043;-1;0;0;24092.56022;0;2217.834431;3148.726576;8080.709233;0;0;0;0;0;0;0;10645.28998;C13H19NO3;Carboxylic acids and derivatives;Amino acids and derivatives;N-benzylalanines;Amino acids, peptides, and analogues;Organic acids and derivatives;Phenylalanine-derived alkaloids;Alkaloids;Pseudoalkaloids;260.1256;2.1261;2.1261;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
655.4818;T8;57;Late;4;Succession;Late;5007;;0;0;0;0;0;0;0;0;1451.961296;0;0;1451.961296;0;0;0;0;0;0;0;-1;-1;0;2903.922593;-1;0;0;1451.961296;0;0;0;0;0;0;0;0;0;0;1451.961296;0;C36H67N2O6P;Sphingolipids;Phosphoceramides;Ceramide phosphoethanolamines;Phosphosphingolipids;Lipids and lipid-like molecules;Phosphosphingolipids;Fatty acids;Sphingolipids;655.4818;9.1519;9.1519;;
573.1807;T9;71;Late;9;Succession;Late;2239;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;608.614444;0;0;608.614444;0;-1;-1;0;1217.228888;-1;0;0;608.614444;0;0;0;0;0;0;0;0;0;0;0;608.614444;C25H32O15;Prenol lipids;;Terpene glycosides;Terpene glycosides;Lipids and lipid-like molecules;Secoiridoid monoterpenoids;Terpenoids;Monoterpenoids;573.1807;6.4227;6.4227;;
899.4893;T12;113;Late;1;Succession;Late;1155;;3828.399624;0;3828.399624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;7656.799249;-1;0;0;3828.399624;0;0;0;3828.399624;0;0;0;0;0;0;0;0;;;;;;;;;;450.2447;3.6089;3.6089;;
496.3629;T10,T9,T8,T12,T11;71,3,99,85,57,7,113;Late;5,2,9,1,4,3,8,6,7;Succession;Late;3293;;4500.649744;0;25325.53134;0;3574.262458;0;0;14327.77911;7980.277561;0;8611.019117;25693.57773;9577.840049;9282.278149;15280.34243;24035.93349;9327.010014;20668.84042;26932.41858;-1;-1;0;205117.7602;-1;0;0;102558.8801;0;9327.010014;26932.41858;25325.53134;0;0;0;0;0;0;25693.57773;15280.34243;C27H47N5O2;;;Benzenoids;;Benzenoids;Steroidal alkaloids;Alkaloids;Pseudoalkaloids;496.3629;7.4808;7.4808;;
540.307;T9,T8;71,57,7;Late;2,9,7;Succession;Late;2150;;0;0;0;0;2818.369951;0;0;0;0;0;0;4672.391534;0;4672.391534;3757.679894;0;0;939.309943;0;-1;-1;0;16860.14285;-1;0;0;8430.071427;0;0;0;0;0;0;0;0;0;0;4672.391534;3757.679894;C26H48NO7P;Glycerophospholipids;Lysophosphatidylcholines;Lysophosphatidylcholines;Glycerophosphocholines;Lipids and lipid-like molecules;Glycerophosphocholines;Fatty acids;Glycerophospholipids;540.307;6.5363;6.5363;;
746.4372;T9;71;Late;9;Succession;Late;3342;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;653.868951;0;0;653.868951;0;-1;-1;0;1307.737902;-1;0;0;653.868951;0;0;0;0;0;0;0;0;0;0;0;653.868951;C31H57N13O7;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Tripeptides;Amino acids and Peptides;Small peptides;746.4372;7.4389;7.4389;;
708.5029;T8;57,7;Late;8,7;Succession;Late;5149;;0;0;0;0;0;0;0;0;0;0;0;3593.043402;0;1867.916419;0;1725.126983;0;0;0;-1;-1;0;7186.086804;-1;0;0;3593.043402;0;0;0;0;0;0;0;0;0;0;3593.043402;0;;;;;;;;;;708.5029;9.2588;9.2588;;
546.3537;T9,T8;71,57;Late;9,8;Succession;Late;3089;Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14;0;0;0;0;0;0;0;0;0;0;0;4398.762328;0;0;2186.960606;2178.804141;0;4406.918792;0;-1;-1;0;13171.44587;-1;0;0;6585.722933;0;0;0;0;0;0;0;0;0;0;4398.762328;2186.960606;;;;;;;;;;546.3537;7.6521;7.6521;CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O;CCMSLIB00003135716
269.0798;T10,T7,T9,T8,T6,T12;71,29,44,85,57,113;Late,Early,Peak;5,9,8,6;Succession;Early,Late;1651;;0;0;12223.45215;0;0;0;2098.578067;0;0;2189.67182;5864.998854;7940.132246;5993.650007;0;10914.6699;18779.28066;10214.41952;14942.99418;0;-1;-1;2098.578067;86964.69127;-1;0;2098.578067;45580.9237;0;10214.41952;0;12223.45215;0;0;0;0;2098.578067;2189.67182;7940.132246;10914.6699;;;;;;;;;;269.0798;4.7224;4.7224;;
697.41;T9;71;Late;9;Succession;Late;4002;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;486.0611894;0;0;486.0611894;0;-1;-1;0;972.1223789;-1;0;0;486.0611894;0;0;0;0;0;0;0;0;0;0;0;486.0611894;;;;;;;;;;697.41;8.1675;8.1675;;
812.5424;T4,T9;71,7,15;Late,Early;9,6,7;Succession;Early,Late;4595;;0;0;0;4862.506039;0;0;0;0;0;0;0;0;2289.099648;2573.406391;1144.998996;0;0;1144.998996;0;-1;-1;9725.012078;2289.997991;-1;0;0;6007.505035;0;0;0;0;0;0;4862.506039;0;0;0;0;1144.998996;C44H78NO10P;Glycerophospholipids;Phosphatidylcholines;Phosphatidylcholines;Glycerophosphocholines;Lipids and lipid-like molecules;Oxidized glycerophospholipids;Fatty acids;Glycerophospholipids;812.5424;9.2736;9.2736;;
629.3826;T9;71;Late;9;Succession;Late;4364;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1450.92533;0;0;1450.92533;0;-1;-1;0;2901.850659;-1;0;0;1450.92533;0;0;0;0;0;0;0;0;0;0;0;1450.92533;C38H54O6;Steroids and steroid derivatives;;Steroids and steroid derivatives;;Lipids and lipid-like molecules;Carotenoids (C40, Î²-Î²);Terpenoids;Carotenoids (C40);629.3826;8.7377;8.7377;;
505.2542;T9,T8,T12,T11;71,3,99,57,113;Late;5,2,9,1,4,3,6;Succession;Late;2229;;3277.057618;0;7814.797799;0;1968.026638;0;0;4680.272725;5096.059716;0;4011.646592;8672.374345;6206.052966;0;6982.701834;0;0;5207.857833;6977.100108;-1;-1;0;60893.94817;-1;0;0;30446.97409;0;0;6977.100108;7814.797799;0;0;0;0;0;0;8672.374345;6982.701834;C26H36N2O8;Carboxylic acids and derivatives;Amino acids and derivatives;Alpha amino acid esters;Amino acids, peptides, and analogues;Organic acids and derivatives;Antimycins;Amino acids and Peptides;Macrolides;505.2542;6.4902;6.4902;;
649.5387;T10,T12,T11;3,99,85,7,113;Late;5,2,9,3,8,6,7;Succession;Late;7520;;0;0;8702.561432;0;3051.123181;0;0;2790.086654;0;0;3461.136256;0;2334.783391;4774.160066;0;2507.615746;2040.350637;2832.717354;11008.71058;-1;-1;0;43503.2453;-1;0;0;21751.62265;0;2040.350637;11008.71058;8702.561432;0;0;0;0;0;0;0;0;;;;;;;;;;649.5387;10.1054;10.1054;;
532.4704;T10;85;Late;9;Succession;Late;9165;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1742.594228;1742.594228;0;-1;-1;0;3485.188456;-1;0;0;1742.594228;0;1742.594228;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;532.4704;10.8529;10.8529;;
694.4872;T8;57,7;Late;7;Succession;Late;4758;;0;0;0;0;0;0;0;0;0;0;0;1414.284375;0;1414.284375;0;0;0;0;0;-1;-1;0;2828.568751;-1;0;0;1414.284375;0;0;0;0;0;0;0;0;0;0;1414.284375;0;C37H69NO9;Sphingolipids;;Glycosphingolipids;Glycosphingolipids;Lipids and lipid-like molecules;Neutral glycosphingolipids;Fatty acids;Sphingolipids;694.4872;9.0271;9.0271;;
370.2357;T12;113;Late;6;Succession;Late;3642;;0;0;4383.149101;0;0;0;0;0;0;0;0;0;4383.149101;0;0;0;0;0;0;-1;-1;0;8766.298202;-1;0;0;4383.149101;0;0;0;4383.149101;0;0;0;0;0;0;0;0;C17H29N7O;Pyridines and derivatives;;Pyridines and derivatives;;Organoheterocyclic compounds;Pyridine alkaloids;Alkaloids;Nicotinic acid alkaloids;370.2357;7.6918;7.6918;;
658.5011;T8;57;Late;4;Succession;Late;5277;;0;0;0;0;0;0;0;0;4700.597166;0;0;4700.597166;0;0;0;0;0;0;0;-1;-1;0;9401.194331;-1;0;0;4700.597166;0;0;0;0;0;0;0;0;0;0;4700.597166;0;C29H68N7O7P;Sphingolipids;;Sphingolipids;;Lipids and lipid-like molecules;Sphingoid bases;Fatty acids;Sphingolipids;658.5011;9.3374;9.3374;;
671.5125;T8;57;Late;4;Succession;Late;5499;;0;0;0;0;0;0;0;0;1115.559261;0;0;1115.559261;0;0;0;0;0;0;0;-1;-1;0;2231.118521;-1;0;0;1115.559261;0;0;0;0;0;0;0;0;0;0;1115.559261;0;C37H71N2O6P;Sphingolipids;Phosphoceramides;Ceramide phosphoethanolamines;Phosphosphingolipids;Lipids and lipid-like molecules;Phosphosphingolipids;Fatty acids;Sphingolipids;671.5125;9.4908;9.4908;;
